  ZR    Vel     logg logTeff  y1(CHEOPS)    
  ZR    Vel     logg logTeff  y2(CHEOPS)  
 -4.00  2.000   2.50  4.097   -0.0027
 -4.00  2.000   2.50  4.114    0.4302
 -4.00  2.000   2.50  4.114   -0.0044
 -4.00  2.000   2.50  4.146    0.4285
 -4.00  2.000   2.50  4.146   -0.0046
 -4.00  2.000   2.50  4.176    0.4278
 -4.00  2.000   2.50  4.176   -0.0106
 -4.00  2.000   2.50  4.204    0.4283
 -4.00  2.000   2.50  4.204   -0.0134
 -4.00  2.000   2.50  4.230    0.4298
 -4.00  2.000   2.50  4.230   -0.0161
 -4.00  2.000   2.50  4.255    0.4336
 -4.00  2.000   2.50  4.255   -0.0188
 -4.00  2.000   2.50  4.279    0.4389
 -4.00  2.000   2.50  4.279   -0.0220
 -4.00  2.000   3.00  3.544    2.0044
 -4.00  2.000   3.00  3.544   -0.0188
 -4.00  2.000   3.00  3.574    1.7881
 -4.00  2.000   3.00  3.574   -0.0154
 -4.00  2.000   3.00  3.602    1.7435
 -4.00  2.000   3.00  3.602   -0.0091
 -4.00  2.000   3.00  3.628    1.6075
 -4.00  2.000   3.00  3.628   -0.0086
 -4.00  2.000   3.00  3.653    1.3318
 -4.00  2.000   3.00  3.653   -0.0081
 -4.00  2.000   3.00  3.677    1.2398
 -4.00  2.000   3.00  3.677   -0.0066
 -4.00  2.000   3.00  3.699    1.1778
 -4.00  2.000   3.00  3.699   -0.0082
 -4.00  2.000   3.00  3.720    1.1298
 -4.00  2.000   3.00  3.720   -0.0096
 -4.00  2.000   3.00  3.740    1.0981
 -4.00  2.000   3.00  3.740   -0.0114
 -4.00  2.000   3.00  3.760    1.0773
 -4.00  2.000   3.00  3.760   -0.0136
 -4.00  2.000   3.00  3.778    1.0626
 -4.00  2.000   3.00  3.778   -0.0158
 -4.00  2.000   3.00  3.796    1.0533
 -4.00  2.000   3.00  3.796   -0.0177
 -4.00  2.000   3.00  3.813    1.0404
 -4.00  2.000   3.00  3.813   -0.0188
 -4.00  2.000   3.00  3.829    1.0361
 -4.00  2.000   3.00  3.829   -0.0215
 -4.00  2.000   3.00  3.845    1.1275
 -4.00  2.000   3.00  3.845   -0.0370
 -4.00  2.000   3.00  3.860    1.1003
 -4.00  2.000   3.00  3.860   -0.0366
 -4.00  2.000   3.00  3.875    0.9584
 -4.00  2.000   3.00  3.875   -0.0249
 -4.00  2.000   3.00  3.889    0.8975
 -4.00  2.000   3.00  3.889   -0.0215
 -4.00  2.000   3.00  3.903    0.8146
 -4.00  2.000   3.00  3.903   -0.0162
 -4.00  2.000   3.00  3.916    0.7374
 -4.00  2.000   3.00  3.916   -0.0115
 -4.00  2.000   3.00  3.929    0.6728
 -4.00  2.000   3.00  3.929   -0.0077
 -4.00  2.000   3.00  3.942    0.6160
 -4.00  2.000   3.00  3.942   -0.0044
 -4.00  2.000   3.00  3.954    0.5689
 -4.00  2.000   3.00  3.954   -0.0019
 -4.00  2.000   3.00  3.966    0.5328
 -4.00  2.000   3.00  3.966    0.0000
 -4.00  2.000   3.00  3.978    0.5065
 -4.00  2.000   3.00  3.978    0.0012
 -4.00  2.000   3.00  3.989    0.4877
 -4.00  2.000   3.00  3.989    0.0018
 -4.00  2.000   3.00  4.000    0.4688
 -4.00  2.000   3.00  4.000    0.0021
 -4.00  2.000   3.00  4.021    0.4560
 -4.00  2.000   3.00  4.021    0.0019
 -4.00  2.000   3.00  4.041    0.4434
 -4.00  2.000   3.00  4.041    0.0011
 -4.00  2.000   3.00  4.061    0.4347
 -4.00  2.000   3.00  4.061    0.0002
 -4.00  2.000   3.00  4.079    0.4283
 -4.00  2.000   3.00  4.079   -0.0009
 -4.00  2.000   3.00  4.097    0.4236
 -4.00  2.000   3.00  4.097   -0.0021
 -4.00  2.000   3.00  4.114    0.4194
 -4.00  2.000   3.00  4.114   -0.0032
 -4.00  2.000   3.00  4.146    0.4172
 -4.00  2.000   3.00  4.146   -0.0057
 -4.00  2.000   3.00  4.176    0.4162
 -4.00  2.000   3.00  4.176   -0.0082
 -4.00  2.000   3.00  4.204    0.4165
 -4.00  2.000   3.00  4.204   -0.0106
 -4.00  2.000   3.00  4.230    0.4178
 -4.00  2.000   3.00  4.230   -0.0129
 -4.00  2.000   3.00  4.255    0.4199
 -4.00  2.000   3.00  4.255   -0.0152
 -4.00  2.000   3.00  4.279    0.4233
 -4.00  2.000   3.00  4.279   -0.0177
 -4.00  2.000   3.00  4.301    0.4289
 -4.00  2.000   3.00  4.301   -0.0210
 -4.00  2.000   3.00  4.322    0.4385
 -4.00  2.000   3.00  4.322   -0.0245
 -4.00  2.000   3.00  4.342    0.4544
 -4.00  2.000   3.00  4.342   -0.0292
 -4.00  2.000   3.00  4.362    0.4806
 -4.00  2.000   3.00  4.362   -0.0356
 -4.00  2.000   3.00  4.380    0.5248
 -4.00  2.000   3.00  4.380   -0.0459
 -4.00  2.000   3.00  4.398    0.5921
 -4.00  2.000   3.00  4.398   -0.0629
 -4.00  2.000   3.00  4.415    0.6708
 -4.00  2.000   3.00  4.415   -0.0882
 -4.00  2.000   3.50  3.574    1.6269
 -4.00  2.000   3.50  3.574   -0.0159
 -4.00  2.000   3.50  3.602    1.7583
 -4.00  2.000   3.50  3.602   -0.0126
 -4.00  2.000   3.50  3.628    1.6100
 -4.00  2.000   3.50  3.628   -0.0078
 -4.00  2.000   3.50  3.653    1.3406
 -4.00  2.000   3.50  3.653   -0.0113
 -4.00  2.000   3.50  3.677    1.2484
 -4.00  2.000   3.50  3.677   -0.0079
 -4.00  2.000   3.50  3.699    1.1705
 -4.00  2.000   3.50  3.699   -0.0073
 -4.00  2.000   3.50  3.720    1.1218
 -4.00  2.000   3.50  3.720   -0.0074
 -4.00  2.000   3.50  3.740    1.0848
 -4.00  2.000   3.50  3.740   -0.0090
 -4.00  2.000   3.50  3.760    1.0617
 -4.00  2.000   3.50  3.760   -0.0112
 -4.00  2.000   3.50  3.778    1.0478
 -4.00  2.000   3.50  3.778   -0.0134
 -4.00  2.000   3.50  3.796    1.0383
 -4.00  2.000   3.50  3.796   -0.0159
 -4.00  2.000   3.50  3.813    1.0296
 -4.00  2.000   3.50  3.813   -0.0183
 -4.00  2.000   3.50  3.829    1.0185
 -4.00  2.000   3.50  3.829   -0.0197
 -4.00  2.000   3.50  3.845    1.0123
 -4.00  2.000   3.50  3.845   -0.0221
 -4.00  2.000   3.50  3.860    1.0889
 -4.00  2.000   3.50  3.860   -0.0358
 -4.00  2.000   3.50  3.875    1.0620
 -4.00  2.000   3.50  3.875   -0.0353
 -4.00  2.000   3.50  3.889    0.9266
 -4.00  2.000   3.50  3.889   -0.0257
 -4.00  2.000   3.50  3.903    0.8622
 -4.00  2.000   3.50  3.903   -0.0220
 -4.00  2.000   3.50  3.916    0.7836
 -4.00  2.000   3.50  3.916   -0.0169
 -4.00  2.000   3.50  3.929    0.7100
 -4.00  2.000   3.50  3.929   -0.0125
 -4.00  2.000   3.50  3.942    0.6480
 -4.00  2.000   3.50  3.942   -0.0088
 -4.00  2.000   3.50  3.954    0.5951
 -4.00  2.000   3.50  3.954   -0.0055
 -4.00  2.000   3.50  3.966    0.5521
 -4.00  2.000   3.50  3.966   -0.0030
 -4.00  2.000   3.50  3.978    0.5193
 -4.00  2.000   3.50  3.978   -0.0011
 -4.00  2.000   3.50  3.989    0.4953
 -4.00  2.000   3.50  3.989    0.0000
 -4.00  2.000   3.50  4.000    0.4707
 -4.00  2.000   3.50  4.000    0.0007
 -4.00  2.000   3.50  4.021    0.4546
 -4.00  2.000   3.50  4.021    0.0012
 -4.00  2.000   3.50  4.041    0.4394
 -4.00  2.000   3.50  4.041    0.0010
 -4.00  2.000   3.50  4.061    0.4293
 -4.00  2.000   3.50  4.061    0.0004
 -4.00  2.000   3.50  4.079    0.4220
 -4.00  2.000   3.50  4.079   -0.0003
 -4.00  2.000   3.50  4.097    0.4166
 -4.00  2.000   3.50  4.097   -0.0010
 -4.00  2.000   3.50  4.114    0.4116
 -4.00  2.000   3.50  4.114   -0.0019
 -4.00  2.000   3.50  4.146    0.4086
 -4.00  2.000   3.50  4.146   -0.0036
 -4.00  2.000   3.50  4.176    0.4066
 -4.00  2.000   3.50  4.176   -0.0055
 -4.00  2.000   3.50  4.204    0.4065
 -4.00  2.000   3.50  4.204   -0.0074
 -4.00  2.000   3.50  4.230    0.4075
 -4.00  2.000   3.50  4.230   -0.0092
 -4.00  2.000   3.50  4.255    0.4091
 -4.00  2.000   3.50  4.255   -0.0110
 -4.00  2.000   3.50  4.279    0.4112
 -4.00  2.000   3.50  4.279   -0.0128
 -4.00  2.000   3.50  4.301    0.4141
 -4.00  2.000   3.50  4.301   -0.0147
 -4.00  2.000   3.50  4.322    0.4187
 -4.00  2.000   3.50  4.322   -0.0169
 -4.00  2.000   3.50  4.342    0.4263
 -4.00  2.000   3.50  4.342   -0.0196
 -4.00  2.000   3.50  4.362    0.4377
 -4.00  2.000   3.50  4.362   -0.0235
 -4.00  2.000   3.50  4.380    0.4542
 -4.00  2.000   3.50  4.380   -0.0289
 -4.00  2.000   3.50  4.398    0.4792
 -4.00  2.000   3.50  4.398   -0.0372
 -4.00  2.000   3.50  4.415    0.5156
 -4.00  2.000   3.50  4.415   -0.0494
 -4.00  2.000   3.50  4.431    0.5619
 -4.00  2.000   3.50  4.431   -0.0473
 -4.00  2.000   3.50  4.447    0.6034
 -4.00  2.000   3.50  4.447   -0.0601
 -4.00  2.000   3.50  4.462    0.6136
 -4.00  2.000   3.50  4.462   -0.0709
 -4.00  2.000   3.50  4.477    0.5848
 -4.00  2.000   3.50  4.477   -0.0733
 -4.00  2.000   3.50  4.491    0.5394
 -4.00  2.000   3.50  4.491   -0.0662
 -4.00  2.000   4.00  3.602    2.1225
 -4.00  2.000   4.00  3.602   -0.9252
 -4.00  2.000   4.00  3.628    1.6139
 -4.00  2.000   4.00  3.628   -0.0048
 -4.00  2.000   4.00  3.653    1.3313
 -4.00  2.000   4.00  3.653   -0.0104
 -4.00  2.000   4.00  3.677    1.2612
 -4.00  2.000   4.00  3.677   -0.0102
 -4.00  2.000   4.00  3.699    1.1804
 -4.00  2.000   4.00  3.699   -0.0077
 -4.00  2.000   4.00  3.720    1.1195
 -4.00  2.000   4.00  3.720   -0.0065
 -4.00  2.000   4.00  3.740    1.0744
 -4.00  2.000   4.00  3.740   -0.0072
 -4.00  2.000   4.00  3.760    1.0488
 -4.00  2.000   4.00  3.760   -0.0087
 -4.00  2.000   4.00  3.778    1.0298
 -4.00  2.000   4.00  3.778   -0.0109
 -4.00  2.000   4.00  3.796    1.0181
 -4.00  2.000   4.00  3.796   -0.0134
 -4.00  2.000   4.00  3.813    1.0125
 -4.00  2.000   4.00  3.813   -0.0162
 -4.00  2.000   4.00  3.829    1.0062
 -4.00  2.000   4.00  3.829   -0.0185
 -4.00  2.000   4.00  3.845    0.9975
 -4.00  2.000   4.00  3.845   -0.0203
 -4.00  2.000   4.00  3.860    0.9902
 -4.00  2.000   4.00  3.860   -0.0223
 -4.00  2.000   4.00  3.875    1.0454
 -4.00  2.000   4.00  3.875   -0.0341
 -4.00  2.000   4.00  3.889    1.0162
 -4.00  2.000   4.00  3.889   -0.0341
 -4.00  2.000   4.00  3.903    0.8963
 -4.00  2.000   4.00  3.903   -0.0259
 -4.00  2.000   4.00  3.916    0.8275
 -4.00  2.000   4.00  3.916   -0.0219
 -4.00  2.000   4.00  3.929    0.7519
 -4.00  2.000   4.00  3.929   -0.0167
 -4.00  2.000   4.00  3.942    0.6863
 -4.00  2.000   4.00  3.942   -0.0131
 -4.00  2.000   4.00  3.954    0.6291
 -4.00  2.000   4.00  3.954   -0.0097
 -4.00  2.000   4.00  3.966    0.5794
 -4.00  2.000   4.00  3.966   -0.0065
 -4.00  2.000   4.00  3.978    0.5392
 -4.00  2.000   4.00  3.978   -0.0039
 -4.00  2.000   4.00  3.989    0.5087
 -4.00  2.000   4.00  3.989   -0.0020
 -4.00  2.000   4.00  4.000    0.4782
 -4.00  2.000   4.00  4.000   -0.0007
 -4.00  2.000   4.00  4.021    0.4575
 -4.00  2.000   4.00  4.021    0.0007
 -4.00  2.000   4.00  4.041    0.4385
 -4.00  2.000   4.00  4.041    0.0010
 -4.00  2.000   4.00  4.061    0.4265
 -4.00  2.000   4.00  4.061    0.0009
 -4.00  2.000   4.00  4.079    0.4181
 -4.00  2.000   4.00  4.079    0.0006
 -4.00  2.000   4.00  4.097    0.4121
 -4.00  2.000   4.00  4.097    0.0001
 -4.00  2.000   4.00  4.114    0.4062
 -4.00  2.000   4.00  4.114   -0.0004
 -4.00  2.000   4.00  4.146    0.4025
 -4.00  2.000   4.00  4.146   -0.0016
 -4.00  2.000   4.00  4.176    0.4000
 -4.00  2.000   4.00  4.176   -0.0028
 -4.00  2.000   4.00  4.204    0.3994
 -4.00  2.000   4.00  4.204   -0.0041
 -4.00  2.000   4.00  4.230    0.4001
 -4.00  2.000   4.00  4.230   -0.0054
 -4.00  2.000   4.00  4.255    0.4015
 -4.00  2.000   4.00  4.255   -0.0067
 -4.00  2.000   4.00  4.279    0.4031
 -4.00  2.000   4.00  4.279   -0.0079
 -4.00  2.000   4.00  4.301    0.4054
 -4.00  2.000   4.00  4.301   -0.0091
 -4.00  2.000   4.00  4.322    0.4085
 -4.00  2.000   4.00  4.322   -0.0103
 -4.00  2.000   4.00  4.342    0.4127
 -4.00  2.000   4.00  4.342   -0.0117
 -4.00  2.000   4.00  4.362    0.4195
 -4.00  2.000   4.00  4.362   -0.0135
 -4.00  2.000   4.00  4.380    0.4300
 -4.00  2.000   4.00  4.380   -0.0158
 -4.00  2.000   4.00  4.398    0.4447
 -4.00  2.000   4.00  4.398   -0.0188
 -4.00  2.000   4.00  4.415    0.4652
 -4.00  2.000   4.00  4.415   -0.0228
 -4.00  2.000   4.00  4.431    0.4928
 -4.00  2.000   4.00  4.431   -0.0284
 -4.00  2.000   4.00  4.447    0.5272
 -4.00  2.000   4.00  4.447   -0.0355
 -4.00  2.000   4.00  4.462    0.5621
 -4.00  2.000   4.00  4.462   -0.0427
 -4.00  2.000   4.00  4.477    0.5852
 -4.00  2.000   4.00  4.477   -0.0470
 -4.00  2.000   4.00  4.491    0.5867
 -4.00  2.000   4.00  4.491   -0.0472
 -4.00  2.000   4.00  4.505    0.5605
 -4.00  2.000   4.00  4.505   -0.0460
 -4.00  2.000   4.00  4.519    0.5093
 -4.00  2.000   4.00  4.519   -0.0405
 -4.00  2.000   4.00  4.531    0.4508
 -4.00  2.000   4.00  4.531   -0.0318
 -4.00  2.000   4.00  4.544    0.3945
 -4.00  2.000   4.00  4.544   -0.0229
 -4.00  2.000   4.50  3.602    9.3587
 -4.00  2.000   4.50  3.602   -2.7482
 -4.00  2.000   4.50  3.653    4.5770
 -4.00  2.000   4.50  3.653   -0.0095
 -4.00  2.000   4.50  3.677    1.2628
 -4.00  2.000   4.50  3.677   -0.0104
 -4.00  2.000   4.50  3.699    1.1916
 -4.00  2.000   4.50  3.699   -0.0077
 -4.00  2.000   4.50  3.720    1.1251
 -4.00  2.000   4.50  3.720   -0.0069
 -4.00  2.000   4.50  3.740    1.0707
 -4.00  2.000   4.50  3.740   -0.0061
 -4.00  2.000   4.50  3.760    1.0369
 -4.00  2.000   4.50  3.760   -0.0068
 -4.00  2.000   4.50  3.778    1.0154
 -4.00  2.000   4.50  3.778   -0.0087
 -4.00  2.000   4.50  3.796    1.0006
 -4.00  2.000   4.50  3.796   -0.0110
 -4.00  2.000   4.50  3.813    0.9913
 -4.00  2.000   4.50  3.813   -0.0136
 -4.00  2.000   4.50  3.829    0.9867
 -4.00  2.000   4.50  3.829   -0.0164
 -4.00  2.000   4.50  3.845    0.9821
 -4.00  2.000   4.50  3.845   -0.0189
 -4.00  2.000   4.50  3.860    0.9736
 -4.00  2.000   4.50  3.860   -0.0209
 -4.00  2.000   4.50  3.875    0.9603
 -4.00  2.000   4.50  3.875   -0.0230
 -4.00  2.000   4.50  3.889    0.9997
 -4.00  2.000   4.50  3.889   -0.0324
 -4.00  2.000   4.50  3.903    0.9739
 -4.00  2.000   4.50  3.903   -0.0325
 -4.00  2.000   4.50  3.916    0.8703
 -4.00  2.000   4.50  3.916   -0.0306
 -4.00  2.000   4.50  3.929    0.7962
 -4.00  2.000   4.50  3.929   -0.0215
 -4.00  2.000   4.50  3.942    0.7184
 -4.00  2.000   4.50  3.942   -0.0164
 -4.00  2.000   4.50  3.954    0.6634
 -4.00  2.000   4.50  3.954   -0.0143
 -4.00  2.000   4.50  3.966    0.6140
 -4.00  2.000   4.50  3.966   -0.0108
 -4.00  2.000   4.50  3.978    0.5685
 -4.00  2.000   4.50  3.978   -0.0076
 -4.00  2.000   4.50  3.989    0.5312
 -4.00  2.000   4.50  3.989   -0.0050
 -4.00  2.000   4.50  4.000    0.4917
 -4.00  2.000   4.50  4.000   -0.0030
 -4.00  2.000   4.50  4.021    0.4652
 -4.00  2.000   4.50  4.021   -0.0006
 -4.00  2.000   4.50  4.041    0.4411
 -4.00  2.000   4.50  4.041    0.0006
 -4.00  2.000   4.50  4.061    0.4263
 -4.00  2.000   4.50  4.061    0.0010
 -4.00  2.000   4.50  4.079    0.4165
 -4.00  2.000   4.50  4.079    0.0010
 -4.00  2.000   4.50  4.097    0.4097
 -4.00  2.000   4.50  4.097    0.0008
 -4.00  2.000   4.50  4.114    0.4030
 -4.00  2.000   4.50  4.114    0.0006
 -4.00  2.000   4.50  4.146    0.3987
 -4.00  2.000   4.50  4.146   -0.0001
 -4.00  2.000   4.50  4.176    0.3956
 -4.00  2.000   4.50  4.176   -0.0009
 -4.00  2.000   4.50  4.204    0.3947
 -4.00  2.000   4.50  4.204   -0.0017
 -4.00  2.000   4.50  4.230    0.3950
 -4.00  2.000   4.50  4.230   -0.0026
 -4.00  2.000   4.50  4.255    0.3962
 -4.00  2.000   4.50  4.255   -0.0034
 -4.00  2.000   4.50  4.279    0.3980
 -4.00  2.000   4.50  4.279   -0.0043
 -4.00  2.000   4.50  4.301    0.4002
 -4.00  2.000   4.50  4.301   -0.0050
 -4.00  2.000   4.50  4.322    0.4027
 -4.00  2.000   4.50  4.322   -0.0057
 -4.00  2.000   4.50  4.342    0.4060
 -4.00  2.000   4.50  4.342   -0.0065
 -4.00  2.000   4.50  4.362    0.4109
 -4.00  2.000   4.50  4.362   -0.0073
 -4.00  2.000   4.50  4.380    0.4181
 -4.00  2.000   4.50  4.380   -0.0084
 -4.00  2.000   4.50  4.398    0.4285
 -4.00  2.000   4.50  4.398   -0.0099
 -4.00  2.000   4.50  4.415    0.4436
 -4.00  2.000   4.50  4.415   -0.0118
 -4.00  2.000   4.50  4.431    0.4634
 -4.00  2.000   4.50  4.431   -0.0143
 -4.00  2.000   4.50  4.447    0.4883
 -4.00  2.000   4.50  4.447   -0.0174
 -4.00  2.000   4.50  4.462    0.5177
 -4.00  2.000   4.50  4.462   -0.0214
 -4.00  2.000   4.50  4.477    0.5456
 -4.00  2.000   4.50  4.477   -0.0256
 -4.00  2.000   4.50  4.491    0.5667
 -4.00  2.000   4.50  4.491   -0.0290
 -4.00  2.000   4.50  4.505    0.5731
 -4.00  2.000   4.50  4.505   -0.0308
 -4.00  2.000   4.50  4.519    0.5551
 -4.00  2.000   4.50  4.519   -0.0295
 -4.00  2.000   4.50  4.531    0.5155
 -4.00  2.000   4.50  4.531   -0.0256
 -4.00  2.000   4.50  4.544    0.4285
 -4.00  2.000   4.50  4.544   -0.0206
 -4.00  2.000   4.50  4.574    0.3472
 -4.00  2.000   4.50  4.574   -0.0085
 -4.00  2.000   4.50  4.602    0.2336
 -4.00  2.000   4.50  4.602    0.0011
 -4.00  2.000   5.00  3.653    1.3299
 -4.00  2.000   5.00  3.653   -0.0110
 -4.00  2.000   5.00  3.677    1.2711
 -4.00  2.000   5.00  3.677   -0.0101
 -4.00  2.000   5.00  3.699    1.2006
 -4.00  2.000   5.00  3.699   -0.0067
 -4.00  2.000   5.00  3.720    1.1289
 -4.00  2.000   5.00  3.720   -0.0074
 -4.00  2.000   5.00  3.740    1.0745
 -4.00  2.000   5.00  3.740   -0.0058
 -4.00  2.000   5.00  3.760    1.0319
 -4.00  2.000   5.00  3.760   -0.0050
 -4.00  2.000   5.00  3.778    1.0009
 -4.00  2.000   5.00  3.778   -0.0062
 -4.00  2.000   5.00  3.796    0.9828
 -4.00  2.000   5.00  3.796   -0.0092
 -4.00  2.000   5.00  3.813    0.9724
 -4.00  2.000   5.00  3.813   -0.0112
 -4.00  2.000   5.00  3.829    0.9652
 -4.00  2.000   5.00  3.829   -0.0140
 -4.00  2.000   5.00  3.845    0.9609
 -4.00  2.000   5.00  3.845   -0.0170
 -4.00  2.000   5.00  3.860    0.9553
 -4.00  2.000   5.00  3.860   -0.0200
 -4.00  2.000   5.00  3.875    0.9465
 -4.00  2.000   5.00  3.875   -0.0216
 -4.00  2.000   5.00  3.889    0.9322
 -4.00  2.000   5.00  3.889   -0.0149
 -4.00  2.000   5.00  3.903    0.9123
 -4.00  2.000   5.00  3.903   -0.0425
 -4.00  2.000   5.00  3.916    0.9316
 -4.00  2.000   5.00  3.916   -0.0434
 -4.00  2.000   5.00  3.929    0.8909
 -4.00  2.000   5.00  3.929   -0.0276
 -4.00  2.000   5.00  3.942    0.7591
 -4.00  2.000   5.00  3.942   -0.0189
 -4.00  2.000   5.00  3.954    0.6879
 -4.00  2.000   5.00  3.954   -0.0187
 -4.00  2.000   5.00  3.966    0.6503
 -4.00  2.000   5.00  3.966   -0.0151
 -4.00  2.000   5.00  3.978    0.6020
 -4.00  2.000   5.00  3.978   -0.0117
 -4.00  2.000   5.00  3.989    0.5601
 -4.00  2.000   5.00  3.989   -0.0086
 -4.00  2.000   5.00  4.000    0.5128
 -4.00  2.000   5.00  4.000   -0.0060
 -4.00  2.000   5.00  4.021    0.4794
 -4.00  2.000   5.00  4.021   -0.0022
 -4.00  2.000   5.00  4.041    0.4481
 -4.00  2.000   5.00  4.041   -0.0002
 -4.00  2.000   5.00  4.061    0.4293
 -4.00  2.000   5.00  4.061    0.0007
 -4.00  2.000   5.00  4.079    0.4174
 -4.00  2.000   5.00  4.079    0.0011
 -4.00  2.000   5.00  4.097    0.4090
 -4.00  2.000   5.00  4.097    0.0013
 -4.00  2.000   5.00  4.114    0.4014
 -4.00  2.000   5.00  4.114    0.0012
 -4.00  2.000   5.00  4.146    0.3967
 -4.00  2.000   5.00  4.146    0.0010
 -4.00  2.000   5.00  4.176    0.3929
 -4.00  2.000   5.00  4.176    0.0007
 -4.00  2.000   5.00  4.204    0.3915
 -4.00  2.000   5.00  4.204    0.0001
 -4.00  2.000   5.00  4.230    0.3917
 -4.00  2.000   5.00  4.230   -0.0004
 -4.00  2.000   5.00  4.255    0.3929
 -4.00  2.000   5.00  4.255   -0.0008
 -4.00  2.000   5.00  4.279    0.3947
 -4.00  2.000   5.00  4.279   -0.0013
 -4.00  2.000   5.00  4.301    0.3970
 -4.00  2.000   5.00  4.301   -0.0017
 -4.00  2.000   5.00  4.322    0.3995
 -4.00  2.000   5.00  4.322   -0.0021
 -4.00  2.000   5.00  4.342    0.4026
 -4.00  2.000   5.00  4.342   -0.0023
 -4.00  2.000   5.00  4.362    0.4066
 -4.00  2.000   5.00  4.362   -0.0026
 -4.00  2.000   5.00  4.380    0.4119
 -4.00  2.000   5.00  4.380   -0.0030
 -4.00  2.000   5.00  4.398    0.4208
 -4.00  2.000   5.00  4.398   -0.0035
 -4.00  2.000   5.00  4.415    0.4329
 -4.00  2.000   5.00  4.415   -0.0040
 -4.00  2.000   5.00  4.431    0.4490
 -4.00  2.000   5.00  4.431   -0.0050
 -4.00  2.000   5.00  4.447    0.4697
 -4.00  2.000   5.00  4.447   -0.0057
 -4.00  2.000   5.00  4.462    0.4938
 -4.00  2.000   5.00  4.462   -0.0071
 -4.00  2.000   5.00  4.477    0.5194
 -4.00  2.000   5.00  4.477   -0.0090
 -4.00  2.000   5.00  4.491    0.5407
 -4.00  2.000   5.00  4.491   -0.0116
 -4.00  2.000   5.00  4.505    0.5565
 -4.00  2.000   5.00  4.505   -0.0155
 -4.00  2.000   5.00  4.519    0.5582
 -4.00  2.000   5.00  4.519   -0.0184
 -4.00  2.000   5.00  4.531    0.5375
 -4.00  2.000   5.00  4.531   -0.0194
 -4.00  2.000   5.00  4.544    0.4695
 -4.00  2.000   5.00  4.544   -0.0183
 -4.00  2.000   5.00  4.574    0.3914
 -4.00  2.000   5.00  4.574   -0.0085
 -4.00  2.000   5.00  4.602    0.2926
 -4.00  2.000   5.00  4.602    0.0011
 -4.00  2.000   5.00  4.628    0.2357
 -4.00  2.000   5.00  4.628    0.0000
 -4.00  2.000   5.00  4.653    0.2158
 -4.00  2.000   5.00  4.653    0.0000
 -4.00  2.000   5.00  4.677    0.2144
 -4.00  2.000   5.00  4.677    0.0000
 -4.00  2.000   5.00  4.699    0.2187
 -4.00  2.000   5.00  4.699    0.0000
 -4.50  2.000   0.00  3.544    2.1509
 -4.50  2.000   0.00  3.544    0.0744
 -4.50  2.000   0.00  3.574    1.9983
 -4.50  2.000   0.00  3.574    0.0462
 -4.50  2.000   0.00  3.602    1.8313
 -4.50  2.000   0.00  3.602    0.0285
 -4.50  2.000   0.00  3.628    1.6566
 -4.50  2.000   0.00  3.628    0.0151
 -4.50  2.000   0.00  3.653    1.4991
 -4.50  2.000   0.00  3.653    0.0049
 -4.50  2.000   0.00  3.677    1.3706
 -4.50  2.000   0.00  3.677   -0.0031
 -4.50  2.000   0.00  3.699    1.2742
 -4.50  2.000   0.00  3.699   -0.0102
 -4.50  2.000   0.00  3.720    1.1960
 -4.50  2.000   0.00  3.720   -0.0124
 -4.50  2.000   0.00  3.740    1.2566
 -4.50  2.000   0.00  3.740   -0.0113
 -4.50  2.000   0.00  3.760    1.2378
 -4.50  2.000   0.00  3.760   -0.0668
 -4.50  2.000   0.00  3.778    0.9907
 -4.50  2.000   0.00  3.778    0.0048
 -4.50  2.000   0.50  3.544    1.9755
 -4.50  2.000   0.50  3.544    0.0843
 -4.50  2.000   0.50  3.574    1.8837
 -4.50  2.000   0.50  3.574    0.0434
 -4.50  2.000   0.50  3.602    1.7573
 -4.50  2.000   0.50  3.602    0.0239
 -4.50  2.000   0.50  3.628    1.5995
 -4.50  2.000   0.50  3.628    0.0102
 -4.50  2.000   0.50  3.653    1.4547
 -4.50  2.000   0.50  3.653    0.0007
 -4.50  2.000   0.50  3.677    1.3346
 -4.50  2.000   0.50  3.677   -0.0060
 -4.50  2.000   0.50  3.699    1.2498
 -4.50  2.000   0.50  3.699   -0.0105
 -4.50  2.000   0.50  3.720    1.1892
 -4.50  2.000   0.50  3.720   -0.0136
 -4.50  2.000   0.50  3.740    1.1407
 -4.50  2.000   0.50  3.740   -0.0139
 -4.50  2.000   0.50  3.760    1.2319
 -4.50  2.000   0.50  3.760   -0.0325
 -4.50  2.000   0.50  3.778    1.2200
 -4.50  2.000   0.50  3.778   -0.0335
 -4.50  2.000   0.50  3.796    1.0755
 -4.50  2.000   0.50  3.796    0.0009
 -4.50  2.000   0.50  3.813    1.0394
 -4.50  2.000   0.50  3.813   -0.0152
 -4.50  2.000   0.50  3.829    0.9803
 -4.50  2.000   0.50  3.829   -0.0083
 -4.50  2.000   0.50  3.845    0.9170
 -4.50  2.000   0.50  3.845   -0.0033
 -4.50  2.000   1.00  3.544    1.7236
 -4.50  2.000   1.00  3.544    0.0709
 -4.50  2.000   1.00  3.574    1.7379
 -4.50  2.000   1.00  3.574    0.0405
 -4.50  2.000   1.00  3.602    1.6784
 -4.50  2.000   1.00  3.602    0.0193
 -4.50  2.000   1.00  3.628    1.5433
 -4.50  2.000   1.00  3.628    0.0064
