  ZR    Vel     logg logTeff  y1(CHEOPS)    
  ZR    Vel     logg logTeff  y2(CHEOPS)  
  0.50  2.000   2.00  3.929    0.6671
  0.50  2.000   2.00  3.929    0.0025
  0.50  2.000   2.00  3.942    0.6262
  0.50  2.000   2.00  3.942    0.0048
  0.50  2.000   2.00  3.954    0.5966
  0.50  2.000   2.00  3.954    0.0066
  0.50  2.000   2.00  3.966    0.5748
  0.50  2.000   2.00  3.966    0.0038
  0.50  2.000   2.00  3.978    0.5573
  0.50  2.000   2.00  3.978    0.0046
  0.50  2.000   2.00  3.989    0.5425
  0.50  2.000   2.00  3.989    0.0053
  0.50  2.000   2.00  4.000    0.5236
  0.50  2.000   2.00  4.000    0.0060
  0.50  2.000   2.00  4.021    0.5052
  0.50  2.000   2.00  4.021    0.0074
  0.50  2.000   2.50  3.544    3.5042
  0.50  2.000   2.50  3.544   -0.0347
  0.50  2.000   2.50  3.574    2.6553
  0.50  2.000   2.50  3.574   -0.0252
  0.50  2.000   2.50  3.602    1.9866
  0.50  2.000   2.50  3.602   -0.0118
  0.50  2.000   2.50  3.628    1.6266
  0.50  2.000   2.50  3.628   -0.0031
  0.50  2.000   2.50  3.653    1.4430
  0.50  2.000   2.50  3.653   -0.0002
  0.50  2.000   2.50  3.677    1.3362
  0.50  2.000   2.50  3.677    0.0002
  0.50  2.000   2.50  3.699    1.2530
  0.50  2.000   2.50  3.699   -0.0004
  0.50  2.000   2.50  3.720    1.1807
  0.50  2.000   2.50  3.720   -0.0009
  0.50  2.000   2.50  3.740    1.1209
  0.50  2.000   2.50  3.740   -0.0017
  0.50  2.000   2.50  3.760    1.0729
  0.50  2.000   2.50  3.760   -0.0025
  0.50  2.000   2.50  3.778    1.0400
  0.50  2.000   2.50  3.778   -0.0029
  0.50  2.000   2.50  3.796    1.0334
  0.50  2.000   2.50  3.796   -0.0067
  0.50  2.000   2.50  3.813    1.0702
  0.50  2.000   2.50  3.813   -0.0165
  0.50  2.000   2.50  3.829    1.0858
  0.50  2.000   2.50  3.829   -0.0219
  0.50  2.000   2.50  3.845    1.0495
  0.50  2.000   2.50  3.845   -0.0216
  0.50  2.000   2.50  3.860    0.9884
  0.50  2.000   2.50  3.860   -0.0165
  0.50  2.000   2.50  3.875    0.8986
  0.50  2.000   2.50  3.875   -0.0093
  0.50  2.000   2.50  3.889    0.8198
  0.50  2.000   2.50  3.889   -0.0045
  0.50  2.000   2.50  3.903    0.7695
  0.50  2.000   2.50  3.903   -0.0033
  0.50  2.000   2.50  3.916    0.7245
  0.50  2.000   2.50  3.916   -0.0023
  0.50  2.000   2.50  3.929    0.6772
  0.50  2.000   2.50  3.929   -0.0014
  0.50  2.000   2.50  3.942    0.6349
  0.50  2.000   2.50  3.942   -0.0005
  0.50  2.000   2.50  3.954    0.6025
  0.50  2.000   2.50  3.954    0.0000
  0.50  2.000   2.50  3.966    0.5797
  0.50  2.000   2.50  3.966    0.0001
  0.50  2.000   2.50  3.978    0.5617
  0.50  2.000   2.50  3.978    0.0002
  0.50  2.000   2.50  3.989    0.5465
  0.50  2.000   2.50  3.989    0.0002
  0.50  2.000   2.50  4.000    0.5282
  0.50  2.000   2.50  4.000    0.0002
  0.50  2.000   2.50  4.021    0.5111
  0.50  2.000   2.50  4.021    0.0005
  0.50  2.000   2.50  4.041    0.4897
  0.50  2.000   2.50  4.041   -0.0014
  0.50  2.000   2.50  4.061    0.4715
  0.50  2.000   2.50  4.061   -0.0011
  0.50  2.000   2.50  4.079    0.4578
  0.50  2.000   2.50  4.079   -0.0012
  0.50  2.000   2.50  4.097    0.4491
  0.50  2.000   2.50  4.097   -0.0019
  0.50  2.000   2.50  4.114    0.4429
  0.50  2.000   2.50  4.114   -0.0032
  0.50  2.000   2.50  4.146    0.4424
  0.50  2.000   2.50  4.146   -0.0074
  0.50  2.000   2.50  4.176    0.4484
  0.50  2.000   2.50  4.176   -0.0131
  0.50  2.000   2.50  4.204    0.4582
  0.50  2.000   2.50  4.204   -0.0201
  0.50  2.000   2.50  4.230    0.4675
  0.50  2.000   2.50  4.230   -0.0268
  0.50  2.000   3.00  3.544    3.4993
  0.50  2.000   3.00  3.544   -0.0132
  0.50  2.000   3.00  3.574    2.6902
  0.50  2.000   3.00  3.574   -0.0242
  0.50  2.000   3.00  3.602    2.0356
  0.50  2.000   3.00  3.602   -0.0145
  0.50  2.000   3.00  3.628    1.6565
  0.50  2.000   3.00  3.628   -0.0057
  0.50  2.000   3.00  3.653    1.4544
  0.50  2.000   3.00  3.653   -0.0019
  0.50  2.000   3.00  3.677    1.3371
  0.50  2.000   3.00  3.677   -0.0004
  0.50  2.000   3.00  3.699    1.2510
  0.50  2.000   3.00  3.699   -0.0005
  0.50  2.000   3.00  3.720    1.1786
  0.50  2.000   3.00  3.720   -0.0006
  0.50  2.000   3.00  3.740    1.1156
  0.50  2.000   3.00  3.740   -0.0012
  0.50  2.000   3.00  3.760    1.0687
  0.50  2.000   3.00  3.760   -0.0018
  0.50  2.000   3.00  3.778    1.0348
  0.50  2.000   3.00  3.778   -0.0023
  0.50  2.000   3.00  3.796    1.0082
  0.50  2.000   3.00  3.796   -0.0034
  0.50  2.000   3.00  3.813    1.0006
  0.50  2.000   3.00  3.813   -0.0072
  0.50  2.000   3.00  3.829    1.0273
  0.50  2.000   3.00  3.829   -0.0161
  0.50  2.000   3.00  3.845    1.0515
  0.50  2.000   3.00  3.845   -0.0223
  0.50  2.000   3.00  3.860    1.0310
  0.50  2.000   3.00  3.860   -0.0238
  0.50  2.000   3.00  3.875    0.9671
  0.50  2.000   3.00  3.875   -0.0196
  0.50  2.000   3.00  3.889    0.8643
  0.50  2.000   3.00  3.889   -0.0118
  0.50  2.000   3.00  3.903    0.7817
  0.50  2.000   3.00  3.903   -0.0061
  0.50  2.000   3.00  3.916    0.7335
  0.50  2.000   3.00  3.916   -0.0047
  0.50  2.000   3.00  3.929    0.6846
  0.50  2.000   3.00  3.929   -0.0036
  0.50  2.000   3.00  3.942    0.6406
  0.50  2.000   3.00  3.942   -0.0028
  0.50  2.000   3.00  3.954    0.6030
  0.50  2.000   3.00  3.954   -0.0022
  0.50  2.000   3.00  3.966    0.5763
  0.50  2.000   3.00  3.966   -0.0024
  0.50  2.000   3.00  3.978    0.5581
  0.50  2.000   3.00  3.978   -0.0028
  0.50  2.000   3.00  3.989    0.5431
  0.50  2.000   3.00  3.989   -0.0032
  0.50  2.000   3.00  4.000    0.5256
  0.50  2.000   3.00  4.000   -0.0036
  0.50  2.000   3.00  4.021    0.5104
  0.50  2.000   3.00  4.021   -0.0043
  0.50  2.000   3.00  4.041    0.4907
  0.50  2.000   3.00  4.041   -0.0044
  0.50  2.000   3.00  4.061    0.4721
  0.50  2.000   3.00  4.061   -0.0044
  0.50  2.000   3.00  4.079    0.4561
  0.50  2.000   3.00  4.079   -0.0043
  0.50  2.000   3.00  4.097    0.4439
  0.50  2.000   3.00  4.097   -0.0046
  0.50  2.000   3.00  4.114    0.4319
  0.50  2.000   3.00  4.114   -0.0052
  0.50  2.000   3.00  4.146    0.4261
  0.50  2.000   3.00  4.146   -0.0077
  0.50  2.000   3.00  4.176    0.4251
  0.50  2.000   3.00  4.176   -0.0115
  0.50  2.000   3.00  4.204    0.4305
  0.50  2.000   3.00  4.204   -0.0166
  0.50  2.000   3.00  4.230    0.4400
  0.50  2.000   3.00  4.230   -0.0219
  0.50  2.000   3.00  4.255    0.4517
  0.50  2.000   3.00  4.255   -0.0282
  0.50  2.000   3.00  4.279    0.4623
  0.50  2.000   3.00  4.279   -0.0338
  0.50  2.000   3.00  4.301    0.4690
  0.50  2.000   3.00  4.301   -0.0386
  0.50  2.000   3.00  4.322    0.4698
  0.50  2.000   3.00  4.322   -0.0417
  0.50  2.000   3.00  4.342    0.4697
  0.50  2.000   3.00  4.342   -0.0429
  0.50  2.000   3.00  4.362    0.4771
  0.50  2.000   3.00  4.362   -0.0449
  0.50  2.000   3.00  4.380    0.4894
  0.50  2.000   3.00  4.380   -0.0496
  0.50  2.000   3.50  3.544    3.3208
  0.50  2.000   3.50  3.544    0.0540
  0.50  2.000   3.50  3.574    2.6500
  0.50  2.000   3.50  3.574   -0.0156
  0.50  2.000   3.50  3.602    2.0715
  0.50  2.000   3.50  3.602   -0.0164
  0.50  2.000   3.50  3.628    1.6883
  0.50  2.000   3.50  3.628   -0.0086
  0.50  2.000   3.50  3.653    1.4704
  0.50  2.000   3.50  3.653   -0.0038
  0.50  2.000   3.50  3.677    1.3436
  0.50  2.000   3.50  3.677   -0.0017
  0.50  2.000   3.50  3.699    1.2517
  0.50  2.000   3.50  3.699   -0.0007
  0.50  2.000   3.50  3.720    1.1764
  0.50  2.000   3.50  3.720   -0.0005
  0.50  2.000   3.50  3.740    1.1137
  0.50  2.000   3.50  3.740   -0.0007
  0.50  2.000   3.50  3.760    1.0655
  0.50  2.000   3.50  3.760   -0.0009
  0.50  2.000   3.50  3.778    1.0285
  0.50  2.000   3.50  3.778   -0.0018
  0.50  2.000   3.50  3.796    0.9986
  0.50  2.000   3.50  3.796   -0.0029
  0.50  2.000   3.50  3.813    0.9754
  0.50  2.000   3.50  3.813   -0.0044
  0.50  2.000   3.50  3.829    0.9682
  0.50  2.000   3.50  3.829   -0.0076
  0.50  2.000   3.50  3.845    0.9879
  0.50  2.000   3.50  3.845   -0.0145
  0.50  2.000   3.50  3.860    1.0108
  0.50  2.000   3.50  3.860   -0.0218
  0.50  2.000   3.50  3.875    1.0015
  0.50  2.000   3.50  3.875   -0.0256
  0.50  2.000   3.50  3.889    0.9402
  0.50  2.000   3.50  3.889   -0.0227
  0.50  2.000   3.50  3.903    0.8351
  0.50  2.000   3.50  3.903   -0.0142
  0.50  2.000   3.50  3.916    0.7486
  0.50  2.000   3.50  3.916   -0.0083
  0.50  2.000   3.50  3.929    0.6962
  0.50  2.000   3.50  3.929   -0.0061
  0.50  2.000   3.50  3.942    0.6485
  0.50  2.000   3.50  3.942   -0.0048
  0.50  2.000   3.50  3.954    0.6062
  0.50  2.000   3.50  3.954   -0.0039
  0.50  2.000   3.50  3.966    0.5738
  0.50  2.000   3.50  3.966   -0.0036
  0.50  2.000   3.50  3.978    0.5525
  0.50  2.000   3.50  3.978   -0.0038
  0.50  2.000   3.50  3.989    0.5371
  0.50  2.000   3.50  3.989   -0.0043
  0.50  2.000   3.50  4.000    0.5203
  0.50  2.000   3.50  4.000   -0.0048
  0.50  2.000   3.50  4.021    0.5062
  0.50  2.000   3.50  4.021   -0.0058
  0.50  2.000   3.50  4.041    0.4889
  0.50  2.000   3.50  4.041   -0.0065
  0.50  2.000   3.50  4.061    0.4722
  0.50  2.000   3.50  4.061   -0.0067
  0.50  2.000   3.50  4.079    0.4564
  0.50  2.000   3.50  4.079   -0.0066
  0.50  2.000   3.50  4.097    0.4428
  0.50  2.000   3.50  4.097   -0.0065
  0.50  2.000   3.50  4.114    0.4271
  0.50  2.000   3.50  4.114   -0.0067
  0.50  2.000   3.50  4.146    0.4169
  0.50  2.000   3.50  4.146   -0.0076
  0.50  2.000   3.50  4.176    0.4101
  0.50  2.000   3.50  4.176   -0.0098
  0.50  2.000   3.50  4.204    0.4104
  0.50  2.000   3.50  4.204   -0.0130
  0.50  2.000   3.50  4.230    0.4158
  0.50  2.000   3.50  4.230   -0.0169
  0.50  2.000   3.50  4.255    0.4249
  0.50  2.000   3.50  4.255   -0.0213
  0.50  2.000   3.50  4.279    0.4359
  0.50  2.000   3.50  4.279   -0.0259
  0.50  2.000   3.50  4.301    0.4466
  0.50  2.000   3.50  4.301   -0.0302
  0.50  2.000   3.50  4.322    0.4547
  0.50  2.000   3.50  4.322   -0.0336
  0.50  2.000   3.50  4.342    0.4583
  0.50  2.000   3.50  4.342   -0.0359
  0.50  2.000   3.50  4.362    0.4591
  0.50  2.000   3.50  4.362   -0.0376
  0.50  2.000   3.50  4.380    0.4622
  0.50  2.000   3.50  4.380   -0.0400
  0.50  2.000   3.50  4.398    0.4733
  0.50  2.000   3.50  4.398   -0.0412
  0.50  2.000   3.50  4.415    0.4900
  0.50  2.000   3.50  4.415   -0.0458
  0.50  2.000   3.50  4.431    0.5011
  0.50  2.000   3.50  4.431   -0.0504
  0.50  2.000   3.50  4.447    0.4950
  0.50  2.000   3.50  4.447   -0.0530
  0.50  2.000   3.50  4.462    0.4770
  0.50  2.000   3.50  4.462   -0.0501
  0.50  2.000   4.00  3.544    2.6227
  0.50  2.000   4.00  3.544    0.1199
  0.50  2.000   4.00  3.574    2.3868
  0.50  2.000   4.00  3.574    0.0120
  0.50  2.000   4.00  3.602    2.0675
  0.50  2.000   4.00  3.602   -0.0143
  0.50  2.000   4.00  3.628    1.7177
  0.50  2.000   4.00  3.628   -0.0113
  0.50  2.000   4.00  3.653    1.4902
  0.50  2.000   4.00  3.653   -0.0060
  0.50  2.000   4.00  3.677    1.3542
  0.50  2.000   4.00  3.677   -0.0033
  0.50  2.000   4.00  3.699    1.2579
  0.50  2.000   4.00  3.699   -0.0015
  0.50  2.000   4.00  3.720    1.1787
  0.50  2.000   4.00  3.720   -0.0006
  0.50  2.000   4.00  3.740    1.1132
  0.50  2.000   4.00  3.740   -0.0002
  0.50  2.000   4.00  3.760    1.0615
  0.50  2.000   4.00  3.760   -0.0002
  0.50  2.000   4.00  3.778    1.0208
  0.50  2.000   4.00  3.778   -0.0010
  0.50  2.000   4.00  3.796    0.9892
  0.50  2.000   4.00  3.796   -0.0024
  0.50  2.000   4.00  3.813    0.9654
  0.50  2.000   4.00  3.813   -0.0036
  0.50  2.000   4.00  3.829    0.9488
  0.50  2.000   4.00  3.829   -0.0053
  0.50  2.000   4.00  3.845    0.9371
  0.50  2.000   4.00  3.845   -0.0081
  0.50  2.000   4.00  3.860    0.9382
  0.50  2.000   4.00  3.860   -0.0138
  0.50  2.000   4.00  3.875    0.9597
  0.50  2.000   4.00  3.875   -0.0205
  0.50  2.000   4.00  3.889    0.9660
  0.50  2.000   4.00  3.889   -0.0264
  0.50  2.000   4.00  3.903    0.9144
  0.50  2.000   4.00  3.903   -0.0241
  0.50  2.000   4.00  3.916    0.8107
  0.50  2.000   4.00  3.916   -0.0171
  0.50  2.000   4.00  3.929    0.7188
  0.50  2.000   4.00  3.929   -0.0104
  0.50  2.000   4.00  3.942    0.6627
  0.50  2.000   4.00  3.942   -0.0076
  0.50  2.000   4.00  3.954    0.6152
  0.50  2.000   4.00  3.954   -0.0060
  0.50  2.000   4.00  3.966    0.5770
  0.50  2.000   4.00  3.966   -0.0050
  0.50  2.000   4.00  3.978    0.5500
  0.50  2.000   4.00  3.978   -0.0048
  0.50  2.000   4.00  3.989    0.5320
  0.50  2.000   4.00  3.989   -0.0049
  0.50  2.000   4.00  4.000    0.5138
  0.50  2.000   4.00  4.000   -0.0053
  0.50  2.000   4.00  4.021    0.5003
  0.50  2.000   4.00  4.021   -0.0063
  0.50  2.000   4.00  4.041    0.4850
  0.50  2.000   4.00  4.041   -0.0072
  0.50  2.000   4.00  4.061    0.4711
  0.50  2.000   4.00  4.061   -0.0077
  0.50  2.000   4.00  4.079    0.4573
  0.50  2.000   4.00  4.079   -0.0078
  0.50  2.000   4.00  4.097    0.4437
  0.50  2.000   4.00  4.097   -0.0076
  0.50  2.000   4.00  4.114    0.4263
  0.50  2.000   4.00  4.114   -0.0075
  0.50  2.000   4.00  4.146    0.4135
  0.50  2.000   4.00  4.146   -0.0074
  0.50  2.000   4.00  4.176    0.4022
  0.50  2.000   4.00  4.176   -0.0082
  0.50  2.000   4.00  4.204    0.3980
  0.50  2.000   4.00  4.204   -0.0099
  0.50  2.000   4.00  4.230    0.3993
  0.50  2.000   4.00  4.230   -0.0123
  0.50  2.000   4.00  4.255    0.4048
  0.50  2.000   4.00  4.255   -0.0153
  0.50  2.000   4.00  4.279    0.4139
  0.50  2.000   4.00  4.279   -0.0187
  0.50  2.000   4.00  4.301    0.4248
  0.50  2.000   4.00  4.301   -0.0222
  0.50  2.000   4.00  4.322    0.4355
  0.50  2.000   4.00  4.322   -0.0256
  0.50  2.000   4.00  4.342    0.4443
  0.50  2.000   4.00  4.342   -0.0283
  0.50  2.000   4.00  4.362    0.4496
  0.50  2.000   4.00  4.362   -0.0303
  0.50  2.000   4.00  4.380    0.4520
  0.50  2.000   4.00  4.380   -0.0315
  0.50  2.000   4.00  4.398    0.4551
  0.50  2.000   4.00  4.398   -0.0326
  0.50  2.000   4.00  4.415    0.4638
  0.50  2.000   4.00  4.415   -0.0347
  0.50  2.000   4.00  4.431    0.4773
  0.50  2.000   4.00  4.431   -0.0374
  0.50  2.000   4.00  4.447    0.4903
  0.50  2.000   4.00  4.447   -0.0398
  0.50  2.000   4.00  4.462    0.4953
  0.50  2.000   4.00  4.462   -0.0401
  0.50  2.000   4.00  4.477    0.4868
  0.50  2.000   4.00  4.477   -0.0404
  0.50  2.000   4.00  4.491    0.4635
  0.50  2.000   4.00  4.491   -0.0387
  0.50  2.000   4.00  4.505    0.4299
  0.50  2.000   4.00  4.505   -0.0332
  0.50  2.000   4.00  4.519    0.3946
  0.50  2.000   4.00  4.519   -0.0273
  0.50  2.000   4.50  3.544    2.0762
  0.50  2.000   4.50  3.544    0.1053
  0.50  2.000   4.50  3.574    2.0714
  0.50  2.000   4.50  3.574    0.0406
  0.50  2.000   4.50  3.602    1.9642
  0.50  2.000   4.50  3.602   -0.0049
  0.50  2.000   4.50  3.628    1.7286
  0.50  2.000   4.50  3.628   -0.0136
  0.50  2.000   4.50  3.653    1.5122
  0.50  2.000   4.50  3.653   -0.0088
  0.50  2.000   4.50  3.677    1.3685
  0.50  2.000   4.50  3.677   -0.0050
  0.50  2.000   4.50  3.699    1.2669
  0.50  2.000   4.50  3.699   -0.0029
  0.50  2.000   4.50  3.720    1.1841
  0.50  2.000   4.50  3.720   -0.0013
  0.50  2.000   4.50  3.740    1.1163
  0.50  2.000   4.50  3.740   -0.0002
  0.50  2.000   4.50  3.760    1.0604
  0.50  2.000   4.50  3.760   -0.0001
  0.50  2.000   4.50  3.778    1.0136
  0.50  2.000   4.50  3.778   -0.0004
  0.50  2.000   4.50  3.796    0.9801
  0.50  2.000   4.50  3.796   -0.0015
  0.50  2.000   4.50  3.813    0.9538
  0.50  2.000   4.50  3.813   -0.0027
  0.50  2.000   4.50  3.829    0.9327
  0.50  2.000   4.50  3.829   -0.0048
  0.50  2.000   4.50  3.845    0.9189
  0.50  2.000   4.50  3.845   -0.0067
  0.50  2.000   4.50  3.860    0.9077
  0.50  2.000   4.50  3.860   -0.0090
  0.50  2.000   4.50  3.875    0.8932
  0.50  2.000   4.50  3.875   -0.0126
  0.50  2.000   4.50  3.889    0.9079
  0.50  2.000   4.50  3.889   -0.0187
  0.50  2.000   4.50  3.903    0.9203
  0.50  2.000   4.50  3.903   -0.0243
  0.50  2.000   4.50  3.916    0.8787
  0.50  2.000   4.50  3.916   -0.0258
  0.50  2.000   4.50  3.929    0.7899
  0.50  2.000   4.50  3.929   -0.0195
  0.50  2.000   4.50  3.942    0.6933
  0.50  2.000   4.50  3.942   -0.0129
  0.50  2.000   4.50  3.954    0.6329
  0.50  2.000   4.50  3.954   -0.0086
  0.50  2.000   4.50  3.966    0.5867
  0.50  2.000   4.50  3.966   -0.0072
  0.50  2.000   4.50  3.978    0.5535
  0.50  2.000   4.50  3.978   -0.0063
  0.50  2.000   4.50  3.989    0.5309
  0.50  2.000   4.50  3.989   -0.0060
  0.50  2.000   4.50  4.000    0.5092
  0.50  2.000   4.50  4.000   -0.0060
  0.50  2.000   4.50  4.021    0.4948
  0.50  2.000   4.50  4.021   -0.0067
  0.50  2.000   4.50  4.041    0.4804
  0.50  2.000   4.50  4.041   -0.0075
  0.50  2.000   4.50  4.061    0.4682
  0.50  2.000   4.50  4.061   -0.0081
  0.50  2.000   4.50  4.079    0.4566
  0.50  2.000   4.50  4.079   -0.0085
  0.50  2.000   4.50  4.097    0.4451
  0.50  2.000   4.50  4.097   -0.0085
  0.50  2.000   4.50  4.114    0.4282
  0.50  2.000   4.50  4.114   -0.0083
  0.50  2.000   4.50  4.146    0.4138
  0.50  2.000   4.50  4.146   -0.0077
  0.50  2.000   4.50  4.176    0.3994
  0.50  2.000   4.50  4.176   -0.0075
  0.50  2.000   4.50  4.204    0.3917
  0.50  2.000   4.50  4.204   -0.0081
  0.50  2.000   4.50  4.230    0.3894
  0.50  2.000   4.50  4.230   -0.0093
  0.50  2.000   4.50  4.255    0.3918
  0.50  2.000   4.50  4.255   -0.0110
  0.50  2.000   4.50  4.279    0.3983
  0.50  2.000   4.50  4.279   -0.0132
  0.50  2.000   4.50  4.301    0.4070
  0.50  2.000   4.50  4.301   -0.0157
  0.50  2.000   4.50  4.322    0.4176
  0.50  2.000   4.50  4.322   -0.0184
  0.50  2.000   4.50  4.342    0.4285
  0.50  2.000   4.50  4.342   -0.0210
  0.50  2.000   4.50  4.362    0.4384
  0.50  2.000   4.50  4.362   -0.0231
  0.50  2.000   4.50  4.380    0.4459
  0.50  2.000   4.50  4.380   -0.0246
  0.50  2.000   4.50  4.398    0.4499
  0.50  2.000   4.50  4.398   -0.0253
  0.50  2.000   4.50  4.415    0.4541
  0.50  2.000   4.50  4.415   -0.0259
  0.50  2.000   4.50  4.431    0.4620
  0.50  2.000   4.50  4.431   -0.0269
  0.50  2.000   4.50  4.447    0.4735
  0.50  2.000   4.50  4.447   -0.0284
  0.50  2.000   4.50  4.462    0.4848
  0.50  2.000   4.50  4.462   -0.0300
  0.50  2.000   4.50  4.477    0.4888
  0.50  2.000   4.50  4.477   -0.0309
  0.50  2.000   4.50  4.491    0.4844
  0.50  2.000   4.50  4.491   -0.0306
  0.50  2.000   4.50  4.505    0.4681
  0.50  2.000   4.50  4.505   -0.0287
  0.50  2.000   4.50  4.519    0.4404
  0.50  2.000   4.50  4.519   -0.0254
  0.50  2.000   4.50  4.531    0.4097
  0.50  2.000   4.50  4.531   -0.0217
  0.50  2.000   4.50  4.544    0.3558
  0.50  2.000   4.50  4.544   -0.0186
  0.50  2.000   4.50  4.574    0.3015
  0.50  2.000   4.50  4.574   -0.0103
  0.50  2.000   5.00  3.544    2.0140
  0.50  2.000   5.00  3.544    0.0466
  0.50  2.000   5.00  3.574    1.9116
  0.50  2.000   5.00  3.574    0.0573
  0.50  2.000   5.00  3.602    1.8182
  0.50  2.000   5.00  3.602    0.0085
  0.50  2.000   5.00  3.628    1.6986
  0.50  2.000   5.00  3.628   -0.0155
  0.50  2.000   5.00  3.653    1.5344
  0.50  2.000   5.00  3.653   -0.0121
  0.50  2.000   5.00  3.677    1.3868
  0.50  2.000   5.00  3.677   -0.0068
  0.50  2.000   5.00  3.699    1.2795
  0.50  2.000   5.00  3.699   -0.0047
  0.50  2.000   5.00  3.720    1.1948
  0.50  2.000   5.00  3.720   -0.0018
  0.50  2.000   5.00  3.740    1.1209
  0.50  2.000   5.00  3.740   -0.0002
  0.50  2.000   5.00  3.760    1.0602
  0.50  2.000   5.00  3.760   -0.0002
  0.50  2.000   5.00  3.778    1.0109
  0.50  2.000   5.00  3.778   -0.0001
  0.50  2.000   5.00  3.796    0.9726
  0.50  2.000   5.00  3.796   -0.0003
  0.50  2.000   5.00  3.813    0.9409
  0.50  2.000   5.00  3.813   -0.0019
  0.50  2.000   5.00  3.829    0.9175
  0.50  2.000   5.00  3.829   -0.0039
  0.50  2.000   5.00  3.845    0.9034
  0.50  2.000   5.00  3.845   -0.0058
  0.50  2.000   5.00  3.860    0.8887
  0.50  2.000   5.00  3.860   -0.0074
  0.50  2.000   5.00  3.875    0.8758
  0.50  2.000   5.00  3.875   -0.0089
  0.50  2.000   5.00  3.889    0.8617
  0.50  2.000   5.00  3.889   -0.0058
  0.50  2.000   5.00  3.903    0.8489
  0.50  2.000   5.00  3.903   -0.0180
  0.50  2.000   5.00  3.916    0.8566
  0.50  2.000   5.00  3.916   -0.0297
  0.50  2.000   5.00  3.929    0.8453
  0.50  2.000   5.00  3.929   -0.0321
  0.50  2.000   5.00  3.942    0.7732
  0.50  2.000   5.00  3.942   -0.0199
  0.50  2.000   5.00  3.954    0.6741
  0.50  2.000   5.00  3.954   -0.0113
  0.50  2.000   5.00  3.966    0.6009
  0.50  2.000   5.00  3.966   -0.0097
  0.50  2.000   5.00  3.978    0.5633
  0.50  2.000   5.00  3.978   -0.0082
  0.50  2.000   5.00  3.989    0.5352
  0.50  2.000   5.00  3.989   -0.0074
  0.50  2.000   5.00  4.000    0.5079
  0.50  2.000   5.00  4.000   -0.0070
  0.50  2.000   5.00  4.021    0.4913
  0.50  2.000   5.00  4.021   -0.0073
  0.50  2.000   5.00  4.041    0.4761
  0.50  2.000   5.00  4.041   -0.0079
  0.50  2.000   5.00  4.061    0.4648
  0.50  2.000   5.00  4.061   -0.0086
  0.50  2.000   5.00  4.079    0.4549
  0.50  2.000   5.00  4.079   -0.0090
  0.50  2.000   5.00  4.097    0.4453
  0.50  2.000   5.00  4.097   -0.0092
  0.50  2.000   5.00  4.114    0.4303
  0.50  2.000   5.00  4.114   -0.0091
  0.50  2.000   5.00  4.146    0.4163
  0.50  2.000   5.00  4.146   -0.0083
  0.50  2.000   5.00  4.176    0.4005
  0.50  2.000   5.00  4.176   -0.0073
  0.50  2.000   5.00  4.204    0.3899
  0.50  2.000   5.00  4.204   -0.0069
  0.50  2.000   5.00  4.230    0.3848
  0.50  2.000   5.00  4.230   -0.0071
  0.50  2.000   5.00  4.255    0.3845
  0.50  2.000   5.00  4.255   -0.0077
  0.50  2.000   5.00  4.279    0.3883
  0.50  2.000   5.00  4.279   -0.0089
  0.50  2.000   5.00  4.301    0.3948
  0.50  2.000   5.00  4.301   -0.0103
  0.50  2.000   5.00  4.322    0.4037
  0.50  2.000   5.00  4.322   -0.0121
  0.50  2.000   5.00  4.342    0.4147
  0.50  2.000   5.00  4.342   -0.0142
  0.50  2.000   5.00  4.362    0.4257
  0.50  2.000   5.00  4.362   -0.0162
  0.50  2.000   5.00  4.380    0.4367
  0.50  2.000   5.00  4.380   -0.0183
  0.50  2.000   5.00  4.398    0.4455
  0.50  2.000   5.00  4.398   -0.0193
  0.50  2.000   5.00  4.415    0.4518
  0.50  2.000   5.00  4.415   -0.0193
  0.50  2.000   5.00  4.431    0.4578
  0.50  2.000   5.00  4.431   -0.0189
  0.50  2.000   5.00  4.447    0.4653
  0.50  2.000   5.00  4.447   -0.0190
  0.50  2.000   5.00  4.462    0.4745
  0.50  2.000   5.00  4.462   -0.0199
  0.50  2.000   5.00  4.477    0.4819
  0.50  2.000   5.00  4.477   -0.0214
  0.50  2.000   5.00  4.491    0.4830
  0.50  2.000   5.00  4.491   -0.0225
  0.50  2.000   5.00  4.505    0.4778
  0.50  2.000   5.00  4.505   -0.0242
  0.50  2.000   5.00  4.519    0.4629
  0.50  2.000   5.00  4.519   -0.0235
  0.50  2.000   5.00  4.531    0.4382
  0.50  2.000   5.00  4.531   -0.0217
  0.50  2.000   5.00  4.544    0.3894
  0.50  2.000   5.00  4.544   -0.0186
  0.50  2.000   5.00  4.574    0.3426
  0.50  2.000   5.00  4.574   -0.0103
  0.50  2.000   5.00  4.602    0.2934
  0.50  2.000   5.00  4.602    0.0000
  0.50  2.000   5.00  4.628    0.2623
  0.50  2.000   5.00  4.628    0.0000
  1.00  2.000   0.00  3.544    3.1671
  1.00  2.000   0.00  3.544   -0.0537
  1.00  2.000   0.00  3.574    2.3985
  1.00  2.000   0.00  3.574   -0.0194
  1.00  2.000   0.00  3.602    1.8387
  1.00  2.000   0.00  3.602   -0.0020
  1.00  2.000   0.00  3.628    1.6049
  1.00  2.000   0.00  3.628    0.0010
  1.00  2.000   0.00  3.653    1.4959
  1.00  2.000   0.00  3.653   -0.0021
