  logg    Teff     ZR    y1(CHEOPS)    
  logg    Teff     ZR    y2(CHEOPS)    
  5.50    2400.   0.0000   0.9150
  5.50    2400.   0.0000   0.1169
  5.50    2500.   0.0000   0.8077
  5.50    2500.   0.0000   0.1575
  5.50    2600.   0.0000   1.3543
  5.50    2600.   0.0000   0.0538
  5.50    2700.   0.0000   1.9394
  5.50    2700.   0.0000   0.0178
  5.50    2900.   0.0000   2.0498
  5.50    2900.   0.0000  -0.0079
  5.50    3100.   0.0000   2.0590
  5.50    3100.   0.0000  -0.0010
  5.50    3200.   0.0000   1.9604
  5.50    3200.   0.0000   0.0035
  5.50    3300.   0.0000   1.8675
  5.50    3300.   0.0000   0.0058
  5.50    3400.   0.0000   1.7610
  5.50    3400.   0.0000   0.0081
  5.50    3500.   0.0000   1.6919
  5.50    3500.   0.0000   0.0052
  5.50    3600.   0.0000   1.6483
  5.50    3600.   0.0000   0.0044
  5.50    3700.   0.0000   1.6133
  5.50    3700.   0.0000   0.0030
  5.50    3800.   0.0000   1.5749
  5.50    3800.   0.0000   0.0011
  5.50    3900.   0.0000   1.5498
  5.50    3900.   0.0000  -0.0005
  5.50    4000.   0.0000   1.5365
  5.50    4000.   0.0000  -0.0023
  5.50    4100.   0.0000   1.5338
  5.50    4100.   0.0000  -0.0052
  5.50    4200.   0.0000   1.5553
  5.50    4200.   0.0000  -0.0076
  5.50    4300.   0.0000   1.5628
  5.50    4300.   0.0000  -0.0139
  5.50    4400.   0.0000   1.5847
  5.50    4400.   0.0000  -0.0173
  5.50    4500.   0.0000   1.5914
  5.50    4500.   0.0000  -0.0207
  5.50    4600.   0.0000   1.5653
  5.50    4600.   0.0000  -0.0210
  5.50    4700.   0.0000   1.5319
  5.50    4700.   0.0000  -0.0179
  5.50    4800.   0.0000   1.4553
  5.50    4800.   0.0000  -0.0149
  5.50    4900.   0.0000   1.3313
  5.50    4900.   0.0000  -0.0114
  5.50    5100.   0.0000   1.2856
  5.50    5100.   0.0000  -0.0074
  5.50    5200.   0.0000   1.2403
  5.50    5200.   0.0000  -0.0073
  5.50    5300.   0.0000   1.1865
  5.50    5300.   0.0000  -0.0066
  5.50    5400.   0.0000   1.1465
  5.50    5400.   0.0000  -0.0062
  5.50    5500.   0.0000   1.1506
  5.50    5500.   0.0000  -0.0063
  5.50    5600.   0.0000   1.1463
  5.50    5600.   0.0000  -0.0034
  5.50    5700.   0.0000   1.1002
  5.50    5700.   0.0000  -0.0034
  5.50    5800.   0.0000   0.9621
  5.50    5800.   0.0000  -0.0035
  5.50    5900.   0.0000   1.0594
  5.50    5900.   0.0000  -0.0041
  5.50    6000.   0.0000   1.1641
  5.50    6000.   0.0000  -0.0117
  5.50    6100.   0.0000   1.0210
  5.50    6100.   0.0000  -0.0089
  5.50    6200.   0.0000   0.8691
  5.50    6200.   0.0000  -0.0121
  5.50    6300.   0.0000   0.9394
  5.50    6300.   0.0000  -0.0171
  5.50    6400.   0.0000   0.9984
  5.50    6400.   0.0000  -0.0177
  5.50    6500.   0.0000   0.9718
  5.50    6500.   0.0000  -0.0193
  5.50    6600.   0.0000   1.0296
  5.50    6600.   0.0000  -0.0201
  5.50    6700.   0.0000   0.9495
  5.50    6700.   0.0000  -0.0209
  5.50    6800.   0.0000   0.9058
  5.50    6800.   0.0000  -0.0217
  5.50    6900.   0.0000   0.9358
  5.50    6900.   0.0000  -0.0226
  5.50    7000.   0.0000   0.9512
  5.50    7000.   0.0000  -0.0237
  5.50    7200.   0.0000   0.9169
  5.50    7200.   0.0000  -0.0251
  5.50    7400.   0.0000   0.9070
  5.50    7400.   0.0000  -0.0271
  5.50    7600.   0.0000   0.8974
  5.50    7600.   0.0000  -0.0289
  5.50    7800.   0.0000   0.8188
  5.50    7800.   0.0000  -0.0302
  5.50    8000.   0.0000   0.7792
  5.50    8000.   0.0000  -0.0302
  5.50    8200.   0.0000   0.8426
  5.50    8200.   0.0000  -0.0305
  5.50    8400.   0.0000   0.9721
  5.50    8400.   0.0000  -0.0301
  5.50    8600.   0.0000   0.9294
  5.50    8600.   0.0000  -0.0288
  5.50    8800.   0.0000   0.7564
  5.50    8800.   0.0000  -0.0268
  5.50    9000.   0.0000   0.7098
  5.50    9000.   0.0000  -0.0235
  5.50    9200.   0.0000   0.6698
  5.50    9200.   0.0000  -0.0189
  5.50    9400.   0.0000   0.6359
  5.50    9400.   0.0000  -0.0191
  5.50    9600.   0.0000   0.6020
  5.50    9600.   0.0000  -0.0137
  5.50    9800.   0.0000   0.5885
  5.50    9800.   0.0000  -0.0134
  5.50   10000.   0.0000   0.5848
  5.50   10000.   0.0000  -0.0127
  5.50   10200.   0.0000   0.5721
  5.50   10200.   0.0000  -0.0127
  5.50   10400.   0.0000   0.5589
  5.50   10400.   0.0000  -0.0133
  5.50   10600.   0.0000   0.5481
  5.50   10600.   0.0000  -0.0132
  5.50   10800.   0.0000   0.5390
  5.50   10800.   0.0000  -0.0132
  5.50   11000.   0.0000   0.5299
  5.50   11000.   0.0000  -0.0133
  5.50   11200.   0.0000   0.5430
  5.50   11200.   0.0000  -0.0113
  5.50   11400.   0.0000   0.5151
  5.50   11400.   0.0000  -0.0112
  5.50   11600.   0.0000   0.5072
  5.50   11600.   0.0000  -0.0076
  5.50   11800.   0.0000   0.5220
  5.50   11800.   0.0000  -0.0078
  5.50   12000.   0.0000   0.4725
  5.50   12000.   0.0000  -0.0080
  6.00    2300.   0.0000   1.2670
  6.00    2300.   0.0000   0.0688
  6.00    2400.   0.0000   1.1414
  6.00    2400.   0.0000   0.0976
  6.00    2500.   0.0000   0.6556
  6.00    2500.   0.0000   0.1638
  6.00    2600.   0.0000   0.8540
  6.00    2600.   0.0000   0.0759
  6.00    2700.   0.0000   1.7378
  6.00    2700.   0.0000   0.0361
  6.00    2900.   0.0000   1.9786
  6.00    2900.   0.0000  -0.0154
  6.00    3100.   0.0000   2.0864
  6.00    3100.   0.0000  -0.0135
  6.00    3200.   0.0000   1.9944
  6.00    3200.   0.0000  -0.0080
  6.00    3300.   0.0000   1.8962
  6.00    3300.   0.0000  -0.0055
  6.00    3400.   0.0000   1.7625
  6.00    3400.   0.0000  -0.0007
  6.00    3500.   0.0000   1.6885
  6.00    3500.   0.0000  -0.0043
  6.00    3600.   0.0000   1.6613
  6.00    3600.   0.0000   0.0018
  6.00    3700.   0.0000   1.6018
  6.00    3700.   0.0000   0.0029
  6.00    3800.   0.0000   1.5595
  6.00    3800.   0.0000   0.0007
  6.00    3900.   0.0000   1.5342
  6.00    3900.   0.0000   0.0008
  6.00    4000.   0.0000   1.5199
  6.00    4000.   0.0000  -0.0015
  6.00    4100.   0.0000   1.5103
  6.00    4100.   0.0000  -0.0003
  6.00    4200.   0.0000   1.5016
  6.00    4200.   0.0000  -0.0042
  6.00    4300.   0.0000   1.5196
  6.00    4300.   0.0000  -0.0094
  6.00    4400.   0.0000   1.5301
  6.00    4400.   0.0000  -0.0084
  6.00    4500.   0.0000   1.5388
  6.00    4500.   0.0000  -0.0198
  6.00    4600.   0.0000   1.5595
  6.00    4600.   0.0000  -0.0209
  6.00    4700.   0.0000   1.5461
  6.00    4700.   0.0000  -0.0244
  6.00    4800.   0.0000   1.5034
  6.00    4800.   0.0000  -0.0227
  6.00    4900.   0.0000   1.3582
  6.00    4900.   0.0000  -0.0169
  6.00    5100.   0.0000   1.2933
  6.00    5100.   0.0000  -0.0189
  6.00    5200.   0.0000   1.2876
  6.00    5200.   0.0000  -0.0179
  6.00    5300.   0.0000   1.2502
  6.00    5300.   0.0000  -0.0071
  6.00    5400.   0.0000   1.1942
  6.00    5400.   0.0000  -0.0022
  6.00    5500.   0.0000   1.1619
  6.00    5500.   0.0000   0.0049
  6.00    5600.   0.0000   1.1316
  6.00    5600.   0.0000  -0.0022
  6.00    5700.   0.0000   1.1033
  6.00    5700.   0.0000  -0.0017
  6.00    5800.   0.0000   1.0793
  6.00    5800.   0.0000  -0.0014
  6.00    5900.   0.0000   0.9349
  6.00    5900.   0.0000   0.0271
  6.00    6000.   0.0000   0.8892
  6.00    6000.   0.0000  -0.0226
  6.00    6100.   0.0000   0.9595
  6.00    6100.   0.0000  -0.0317
  6.00    6200.   0.0000   0.9694
  6.00    6200.   0.0000  -0.0361
  6.00    6300.   0.0000   0.9931
  6.00    6300.   0.0000  -0.0009
  6.00    6400.   0.0000   0.9626
  6.00    6400.   0.0000  -0.0188
  6.00    6500.   0.0000   0.9556
  6.00    6500.   0.0000  -0.0065
  6.00    6600.   0.0000   0.9607
  6.00    6600.   0.0000  -0.0199
  6.00    6700.   0.0000   0.9449
  6.00    6700.   0.0000  -0.0194
  6.00    6800.   0.0000   0.9346
  6.00    6800.   0.0000  -0.0192
  6.00    6900.   0.0000   0.9267
  6.00    6900.   0.0000  -0.0118
  6.00    7000.   0.0000   0.9174
  6.00    7000.   0.0000  -0.0191
  6.00    7200.   0.0000   0.9033
  6.00    7200.   0.0000  -0.0193
  6.00    7400.   0.0000   0.8895
  6.00    7400.   0.0000  -0.0209
  6.00    7600.   0.0000   0.8796
  6.00    7600.   0.0000  -0.0221
  6.00    7800.   0.0000   0.8741
  6.00    7800.   0.0000  -0.0243
  6.00    8000.   0.0000   0.8603
  6.00    8000.   0.0000  -0.0010
  6.00    8200.   0.0000   0.8407
  6.00    8200.   0.0000   0.0041
  6.00    8400.   0.0000   0.8315
  6.00    8400.   0.0000  -0.0019
  6.00    8600.   0.0000   0.8190
  6.00    8600.   0.0000  -0.0441
  6.00    8800.   0.0000   0.8048
  6.00    8800.   0.0000  -0.0408
  6.00    9000.   0.0000   0.7864
  6.00    9000.   0.0000  -0.0341
  6.00    9200.   0.0000   0.6924
  6.00    9200.   0.0000  -0.0250
  6.00    9400.   0.0000   0.6854
  6.00    9400.   0.0000  -0.0317
  6.00    9600.   0.0000   0.6868
  6.00    9600.   0.0000  -0.0155
  6.00    9800.   0.0000   0.6076
  6.00    9800.   0.0000  -0.0129
  6.00   10000.   0.0000   0.5901
  6.00   10000.   0.0000  -0.0111
  6.00   10200.   0.0000   0.5580
  6.00   10200.   0.0000  -0.0121
  6.00   10400.   0.0000   0.5490
  6.00   10400.   0.0000  -0.0143
  6.00   10600.   0.0000   0.5488
  6.00   10600.   0.0000  -0.0142
  6.00   10800.   0.0000   0.5387
  6.00   10800.   0.0000  -0.0142
  6.00   11000.   0.0000   0.5619
  6.00   11000.   0.0000  -0.0143
  6.00   11200.   0.0000   0.5536
  6.00   11200.   0.0000  -0.0081
  6.00   11400.   0.0000   0.5111
  6.00   11400.   0.0000  -0.0137
  6.00   11600.   0.0000   0.5040
  6.00   11600.   0.0000  -0.0127
  6.00   11800.   0.0000   0.4978
  6.00   11800.   0.0000  -0.0179
  6.00   12000.   0.0000   0.4910
  6.00   12000.   0.0000  -0.0180
